,date,price,quantity,position,side,status,in_value,out_value,value,pnl,pnl_pct,symbol
0,2022-01-01,47722.65,0.0,0,,-,0.0,0,0.0,0.0,,BTC
1,2022-01-02,47286.18,0.0,0,,-,0.0,0,0.0,0.0,,BTC
2,2022-01-03,46446.1,0.0,0,,-,0.0,0,0.0,0.0,,BTC
3,2022-01-04,45832.01,0.0,0,,-,0.0,0,0.0,0.0,,BTC
4,2022-01-05,43451.13,0.0,0,,-,0.0,0,0.0,0.0,,BTC
5,2022-01-06,43082.31,0.0,0,,-,0.0,0,0.0,0.0,,BTC
6,2022-01-07,41566.48,0.0,0,,-,0.0,0,0.0,0.0,,BTC
7,2022-01-08,41679.74,0.0,0,,-,0.0,0,0.0,0.0,,BTC
8,2022-01-09,41864.62,0.0,0,,-,0.0,0,0.0,0.0,,BTC
9,2022-01-10,41822.49,0.0,0,,-,0.0,0,0.0,0.0,,BTC
10,2022-01-11,42729.29,0.0,0,,-,0.0,0,0.0,0.0,,BTC
11,2022-01-12,43902.66,0.0,0,,-,0.0,0,0.0,0.0,,BTC
12,2022-01-13,42560.11,0.0,0,,-,0.0,0,0.0,0.0,,BTC
13,2022-01-14,43059.96,0.0,0,,-,0.0,0,0.0,0.0,,BTC
14,2022-01-15,43084.29,0.0,0,,-,0.0,0,0.0,0.0,,BTC
15,2022-01-16,43071.66,0.0,0,,-,0.0,0,0.0,0.0,,BTC
16,2022-01-17,42201.62,0.11847886408152103,1,LONG,open,5000.0,0,5000.0,0.0,0.0,BTC
17,2022-01-18,42352.12,0.11847886408152103,1,LONG,-,5000.0,0,5017.831069044269,17.831069044268588,0.0035662138088537174,BTC
18,2022-01-19,41660.01,0.11847886408152103,1,LONG,-,5000.0,0,4935.830662424807,-64.16933757519291,-0.012833867515038582,BTC
19,2022-01-20,40680.91,0.11847886408152103,1,LONG,-,5000.0,0,4819.82800660259,-180.17199339741,-0.036034398679482,BTC
20,2022-01-21,36445.31,0.11847886408152103,1,LONG,-,5000.0,0,4317.9989298988985,-682.0010701011015,-0.1364002140202203,BTC
21,2022-01-22,35071.42,0.11847886408152103,1,LONG,-,5000.0,0,4155.222003325938,-844.7779966740618,-0.16895559933481236,BTC
22,2022-01-23,36244.55,0.11847886408152103,1,LONG,-,5000.0,0,4294.213113145894,-705.7868868541063,-0.14115737737082126,BTC
23,2022-01-24,36660.35,0.11847886408152103,1,LONG,-,5000.0,0,4343.476624830989,-656.5233751690112,-0.13130467503380222,BTC
24,2022-01-25,36958.32,0.11847886408152103,1,LONG,-,5000.0,0,4378.77977196136,-621.22022803864,-0.124244045607728,BTC
25,2022-01-26,36809.34,0.11847886408152103,1,LONG,-,5000.0,0,4361.128790790495,-638.8712092095047,-0.12777424184190095,BTC
26,2022-01-27,37160.1,0.11847886408152103,1,LONG,-,5000.0,0,4402.686437155729,-597.3135628442706,-0.11946271256885412,BTC
27,2022-01-28,37716.56,0.11847886408152103,1,LONG,-,5000.0,0,4468.615185862533,-531.3848141374674,-0.10627696282749348,BTC
28,2022-01-29,38166.84,0.11847886408152103,1,LONG,-,5000.0,0,4521.96384878116,-478.03615121884013,-0.09560723024376802,BTC
29,2022-01-30,37881.76,0.11847886408152103,1,LONG,-,5000.0,0,4488.187894208801,-511.81210579119943,-0.10236242115823989,BTC
30,2022-01-31,38466.9,0.11847886408152103,1,LONG,-,5000.0,0,4557.514616737461,-442.48538326253856,-0.08849707665250771,BTC
31,2022-02-01,38694.59,0.11847886408152103,1,LONG,-,5000.0,0,4584.491069300182,-415.50893069981794,-0.0831017861399636,BTC
32,2022-02-02,36896.36,0.11847886408152103,1,LONG,-,5000.0,0,4371.438821542869,-628.5611784571311,-0.1257122356914262,BTC
33,2022-02-03,37311.61,0.11847886408152103,1,LONG,-,5000.0,0,4420.637169852721,-579.362830147279,-0.11587256602945581,BTC
34,2022-02-04,41574.25,0.11847886408152103,1,LONG,-,5000.0,0,4925.669915041176,-74.33008495882405,-0.014866016991764808,BTC
35,2022-02-05,41382.59,0.11847886408152103,1,LONG,-,5000.0,0,4902.962255951311,-97.03774404868909,-0.01940754880973782,BTC
36,2022-02-06,42380.87,0.11847886408152103,1,LONG,-,5000.0,0,5021.237336386613,21.237336386612697,0.0042474672773225395,BTC
37,2022-02-07,43839.99,0.11847886408152103,1,LONG,-,5000.0,0,5194.112216545241,194.1122165452407,0.03882244330904814,BTC
38,2022-02-08,44042.99,0.11847886408152103,1,LONG,-,5000.0,0,5218.16342595379,218.16342595378956,0.043632685190757914,BTC
39,2022-02-09,44372.72,0.11847886408152103,1,LONG,-,5000.0,0,5257.22946180739,257.2294618073902,0.051445892361478035,BTC
40,2022-02-10,43495.44,0.11847886408152103,1,LONG,-,5000.0,0,5153.290323925953,153.2903239259531,0.030658064785190616,BTC
41,2022-02-11,42373.73,0.11847886408152103,1,LONG,-,5000.0,0,5020.39139729707,20.391397297070398,0.0040782794594140795,BTC
42,2022-02-12,42217.87,0.11847886408152103,1,LONG,-,5000.0,0,5001.925281541325,1.9252815413246935,0.0003850563082649387,BTC
43,2022-02-13,42053.66,0.11847886408152103,1,LONG,-,5000.0,0,4982.469867270498,-17.53013272950193,-0.003506026545900386,BTC
44,2022-02-14,42535.94,0.11847886408152103,1,LONG,-,5000.0,0,5039.609853839734,39.60985383973366,0.007921970767946733,BTC
45,2022-02-15,44544.86,0.11847886408152103,1,LONG,-,5000.0,0,5277.624413470383,277.62441347038293,0.055524882694076585,BTC
46,2022-02-16,43873.56,0.11847886408152103,1,LONG,-,5000.0,0,5198.089552012458,198.08955201245772,0.039617910402491546,BTC
47,2022-02-17,40515.7,0.11847886408152103,1,LONG,-,5000.0,0,4800.254113467681,-199.74588653231876,-0.03994917730646375,BTC
48,2022-02-18,39974.44,0.11847886408152103,1,LONG,-,5000.0,0,4736.126243494918,-263.8737565050824,-0.05277475130101648,BTC
49,2022-02-19,40079.17,0.11847886408152103,1,LONG,-,5000.0,0,4748.534534930175,-251.46546506982486,-0.05029309301396497,BTC
50,2022-02-20,38386.89,0.11847886408152103,1,LONG,-,5000.0,0,4548.035122822299,-451.96487717770106,-0.09039297543554022,BTC
51,2022-02-21,37008.16,0.11847886408152103,1,LONG,-,5000.0,0,4384.684758547183,-615.3152414528167,-0.12306304829056335,BTC
52,2022-02-22,38230.33,0.11847886408152103,1,LONG,-,5000.0,0,4529.4860718616965,-470.5139281383035,-0.09410278562766071,BTC
53,2022-02-23,37250.01,0.11847886408152103,1,LONG,-,5000.0,0,4413.338871825299,-586.6611281747009,-0.11733222563494018,BTC
54,2022-02-24,38327.21,0.11847886408152103,1,LONG,-,5000.0,0,4540.964304213913,-459.03569578608676,-0.09180713915721735,BTC
55,2022-02-25,39219.17,0.11847886408152103,1,LONG,-,5000.0,0,4646.642711820067,-353.35728817993277,-0.07067145763598655,BTC
56,2022-02-26,39116.72,0.11847886408152103,1,LONG,-,5000.0,0,4634.504552194915,-365.49544780508495,-0.07309908956101699,BTC
57,2022-02-27,37699.07,0.11847886408152103,1,LONG,-,5000.0,0,4466.542990529747,-533.4570094702531,-0.10669140189405062,BTC
58,2022-02-28,43160.0,0.11847886408152103,1,LONG,-,5000.0,0,5113.547773758448,113.54777375844787,0.022709554751689575,BTC
59,2022-03-01,44421.2,0.11847886408152103,1,LONG,-,5000.0,0,5262.973317138061,262.97331713806125,0.05259466342761225,BTC
60,2022-03-02,43892.98,0.11847886408152103,1,LONG,-,5000.0,0,5200.390411552921,200.39041155292125,0.04007808231058425,BTC
61,2022-03-03,42454.0,0.11847886408152103,1,LONG,-,5000.0,0,5029.901695716894,29.90169571689421,0.005980339143378842,BTC
62,2022-03-04,39148.66,0.11847886408152103,1,LONG,-,5000.0,0,4638.28876711368,-361.71123288632043,-0.07234224657726408,BTC
63,2022-03-05,39397.96,0.11847886408152103,1,LONG,-,5000.0,0,4667.825547929202,-332.174452070798,-0.0664348904141596,BTC
64,2022-03-06,38420.81,0.11847886408152103,1,LONG,-,5000.0,0,4552.053925891943,-447.94607410805656,-0.08958921482161131,BTC
65,2022-03-07,37988.0,0.11847886408152103,1,LONG,-,5000.0,0,4500.775088728821,-499.2249112711788,-0.09984498225423577,BTC
66,2022-03-08,38730.63,0.11847886408152103,1,LONG,-,5000.0,0,4588.76104756168,-411.23895243831976,-0.08224779048766395,BTC
67,2022-03-09,41941.71,0.11847886408152103,1,LONG,-,5000.0,0,4969.206158436571,-30.79384156342894,-0.006158768312685788,BTC
68,2022-03-10,39422.0,0.11847886408152103,1,LONG,-,5000.0,0,4670.673779821722,-329.32622017827816,-0.06586524403565563,BTC
69,2022-03-11,38729.57,0.11847886408152103,1,LONG,-,5000.0,0,4588.635459965754,-411.3645400342457,-0.08227290800684914,BTC
70,2022-03-12,38807.36,0.11847886408152103,1,LONG,-,5000.0,0,4597.851930802656,-402.14806919734383,-0.08042961383946877,BTC
71,2022-03-13,37777.34,0.11847886408152103,1,LONG,-,5000.0,0,4475.816331221407,-524.1836687785926,-0.10483673375571852,BTC
72,2022-03-14,39671.37,0.11847886408152103,1,LONG,-,5000.0,0,4700.218854157732,-299.7811458422684,-0.05995622916845368,BTC
73,2022-03-15,39280.33,0.11847886408152103,1,LONG,-,5000.0,0,4653.888879147293,-346.11112085270724,-0.06922222417054145,BTC
74,2022-03-16,41114.0,0.11847886408152103,1,LONG,-,5000.0,0,4871.140017847655,-128.85998215234486,-0.02577199643046897,BTC
75,2022-03-17,40917.9,0.11847886408152103,1,LONG,-,5000.0,0,4847.90631260127,-152.09368739873025,-0.03041873747974605,BTC
76,2022-03-18,41757.51,0.11847886408152103,1,LONG,-,5000.0,0,4947.382351672755,-52.61764832724475,-0.01052352966544895,BTC
77,2022-03-19,42201.13,0.11847886408152103,1,LONG,-,5000.0,0,4999.941945356599,-0.05805464340119215,-1.161092868023843e-05,BTC
78,2022-03-20,41262.11,0.11847886408152103,1,LONG,-,5000.0,0,4888.68792240677,-111.31207759323024,-0.022262415518646047,BTC
79,2022-03-21,41002.25,0.11847886408152103,1,LONG,-,5000.0,0,4857.900004786546,-142.09999521345435,-0.02841999904269087,BTC
80,2022-03-22,42364.13,0.11847886408152103,1,LONG,-,5000.0,0,5019.254000201887,19.25400020188681,0.003850800040377362,BTC
81,2022-03-23,42882.76,0.11847886408152103,1,LONG,-,5000.0,0,5080.700693480487,80.70069348048673,0.016140138696097348,BTC
82,2022-03-24,43991.46,0.11847886408152103,1,LONG,-,5000.0,0,5212.058210087669,212.05821008766907,0.042411642017533814,BTC
83,2022-03-25,44313.16,0.11847886408152103,1,LONG,-,5000.0,0,5250.172860662695,250.1728606626948,0.05003457213253896,BTC
84,2022-03-26,44511.27,0.11847886408152103,1,LONG,-,5000.0,0,5273.644708425884,273.64470842588435,0.05472894168517687,BTC
85,2022-03-27,46827.76,0.11847886408152103,1,LONG,-,5000.0,0,5548.099812282087,548.0998122820874,0.10961996245641749,BTC
86,2022-03-28,47122.21,0.11847886408152103,1,LONG,-,5000.0,0,5582.985913810891,582.9859138108914,0.11659718276217827,BTC
87,2022-03-29,47434.8,0.11847886408152103,1,LONG,-,5000.0,0,5620.021221934134,620.0212219341338,0.12400424438682676,BTC
88,2022-03-30,47067.99,0.11847886408152103,1,LONG,-,5000.0,0,5576.561989800391,576.5619898003906,0.11531239796007813,BTC
89,2022-03-31,45510.34,0.11847886408152103,1,LONG,-,5000.0,0,5392.013387163809,392.01338716380906,0.07840267743276182,BTC
90,2022-04-01,46283.49,0.11847886408152103,1,LONG,-,5000.0,0,5483.6153209284375,483.61532092843754,0.0967230641856875,BTC
91,2022-04-02,45811.0,0.11847886408152103,1,LONG,-,5000.0,0,5427.6352424385595,427.63524243855954,0.0855270484877119,BTC
92,2022-04-03,46407.35,0.11847886408152103,1,LONG,-,5000.0,0,5498.290113033575,498.2901130335749,0.09965802260671498,BTC
93,2022-04-04,46580.51,0.11847886408152103,1,LONG,-,5000.0,0,5518.805913137931,518.8059131379314,0.10376118262758628,BTC
94,2022-04-05,45497.55,0.11847886408152103,1,LONG,-,5000.0,0,5390.498042492208,390.4980424922078,0.07809960849844155,BTC
95,2022-04-06,43170.47,0.11847886408152103,1,LONG,-,5000.0,0,5114.788247465382,114.78824746538157,0.022957649493076316,BTC
