,date,risk_value,available_value,capital,value_to_risk,value_to_safe,floor_value,cushion,risky_w
80,2022-03-22,5781.671631329946,5000.0,10781.671631329946,10626.676790685902,0.0,0,1.0,1.0
81,2022-03-23,5910.869692190877,5000.0,10910.869692190878,10781.671631329946,0.0,0,1.0,1.0
82,2022-03-24,6056.421937970913,5000.0,11056.421937970914,10910.869692190878,0.0,0,1.0,1.0
83,2022-03-25,6039.639429161069,5000.0,11039.639429161069,11056.421937970914,0.0,0,1.0,1.0
84,2022-03-26,6123.084710784027,5000.0,11123.084710784027,11039.639429161069,0.0,0,1.0,1.0
85,2022-03-27,6416.3892296010745,5000.0,11416.389229601074,11123.084710784027,0.0,0,1.0,1.0
86,2022-03-28,6488.951190545724,5000.0,11488.951190545724,11416.389229601074,0.0,0,1.0,1.0
87,2022-03-29,6620.543971341238,5000.0,11620.543971341238,11488.951190545724,0.0,0,1.0,1.0
88,2022-03-30,6591.885209197282,5000.0,11591.885209197282,11620.543971341238,0.0,0,1.0,1.0
89,2022-03-31,6388.859684987248,5000.0,11388.859684987248,11591.885209197282,0.0,0,1.0,1.0
90,2022-04-01,6727.04086599303,5000.0,11727.040865993029,11388.859684987248,0.0,0,1.0,1.0
91,2022-04-02,6704.768023674629,5000.0,11704.76802367463,11727.040865993029,0.0,0,1.0,1.0
92,2022-04-03,6856.900881957829,5000.0,11856.90088195783,11704.76802367463,0.0,0,1.0,1.0
93,2022-04-04,6852.208788427467,5000.0,11852.208788427466,11856.90088195783,0.0,0,1.0,1.0
94,2022-04-05,6633.160056850262,5000.0,11633.160056850262,11852.208788427466,0.0,0,1.0,1.0
95,2022-04-06,6168.856959289761,5000.0,11168.856959289762,11633.160056850262,0.0,0,1.0,1.0
96,2022-04-07,6283.102622510368,5000.0,11283.102622510367,11168.856959289762,0.0,0,1.0,1.0
97,2022-04-08,6215.349570702646,5000.0,11215.349570702645,11283.102622510367,0.0,0,1.0,1.0
98,2022-04-09,6344.197184743882,5000.0,11344.197184743882,11215.349570702645,0.0,0,1.0,1.0
99,2022-04-10,6236.08434086794,5000.0,11236.08434086794,11344.197184743882,0.0,0,1.0,1.0
100,2022-04-11,5801.335591768393,5000.0,10801.335591768393,11236.08434086794,0.0,0,1.0,1.0
101,2022-04-12,5894.632322878337,5000.0,10894.632322878337,10801.335591768393,0.0,0,1.0,1.0
102,2022-04-13,6071.062827327065,5000.0,11071.062827327065,10894.632322878337,0.0,0,1.0,1.0
103,2022-04-14,5883.57377879018,5000.0,10883.57377879018,11071.062827327065,0.0,0,1.0,1.0
104,2022-04-15,5919.747678289819,5000.0,10919.74767828982,10883.57377879018,0.0,0,1.0,1.0
105,2022-04-16,5956.233086073633,5000.0,10956.233086073633,10919.74767828982,0.0,0,1.0,1.0
106,2022-04-17,5817.534022545412,5000.0,10817.534022545413,10956.233086073633,0.0,0,1.0,1.0
107,2022-04-18,5948.951579931078,5000.0,10948.95157993108,10817.534022545413,0.0,0,1.0,1.0
108,2022-04-19,6038.919066253919,5000.0,11038.919066253919,10948.95157993108,0.0,0,1.0,1.0
109,2022-04-20,5988.824640305278,5000.0,10988.824640305278,11038.919066253919,0.0,0,1.0,1.0
110,2022-04-21,5808.811790588556,5000.0,10808.811790588556,10988.824640305278,0.0,0,1.0,1.0
111,2022-04-22,5767.556412203337,5000.0,10767.556412203336,10808.811790588556,0.0,0,1.0,1.0
112,2022-04-23,5710.394642057513,5000.0,10710.394642057512,10767.556412203336,0.0,0,1.0,1.0
113,2022-04-24,5686.973112941222,5000.0,10686.973112941221,10710.394642057512,0.0,0,1.0,1.0
114,2022-04-25,5853.66898350953,5000.0,10853.668983509531,10686.973112941221,0.0,0,1.0,1.0
115,2022-04-26,5470.221754959796,5000.0,10470.221754959795,10853.668983509531,0.0,0,1.0,1.0
116,2022-04-27,5624.593579035492,5000.0,10624.593579035492,10470.221754959795,0.0,0,1.0,1.0
117,2022-04-28,5717.987656484239,5000.0,10717.987656484238,10624.593579035492,0.0,0,1.0,1.0
118,2022-04-29,5484.745828709382,5000.0,10484.745828709383,10717.987656484238,0.0,0,1.0,1.0
119,2022-04-30,5308.607363277067,5000.0,10308.607363277068,10484.745828709383,0.0,0,1.0,1.0
120,2022-05-01,5499.698226349707,5000.0,10499.698226349707,10308.607363277068,0.0,0,1.0,1.0
121,2022-05-02,5561.47421295485,5000.0,10561.47421295485,10499.698226349707,0.0,0,1.0,1.0
122,2022-05-03,5415.766213032727,5000.0,10415.766213032726,10561.47421295485,0.0,0,1.0,1.0
123,2022-05-04,5725.210754823511,5000.0,10725.21075482351,10415.766213032726,0.0,0,1.0,1.0
124,2022-05-05,5350.096372875416,5000.0,10350.096372875416,10725.21075482351,0.0,0,1.0,1.0
125,2022-05-06,5242.781768977668,5000.0,10242.781768977668,10350.096372875416,0.0,0,1.0,1.0
126,2022-05-07,5130.814010085081,5000.0,10130.81401008508,10242.781768977668,0.0,0,1.0,1.0
127,2022-05-08,4905.690866966494,5000.0,9905.690866966494,10130.81401008508,0.0,0,1.0,1.0
128,2022-05-09,4338.82366684189,5000.0,9338.82366684189,9905.690866966494,0.0,0,1.0,1.0
129,2022-05-10,4559.799855927419,5000.0,9559.79985592742,9338.82366684189,0.0,0,1.0,1.0
130,2022-05-11,4059.322858867278,5000.0,9059.322858867277,9559.79985592742,0.0,0,1.0,1.0
131,2022-05-12,3816.4048050152833,5000.0,8816.404805015283,9059.322858867277,0.0,0,1.0,1.0
132,2022-05-13,3912.7192726281564,5000.0,8912.719272628157,8816.404805015283,0.0,0,1.0,1.0
133,2022-05-14,4003.8159764811244,5000.0,9003.815976481124,8912.719272628157,0.0,0,1.0,1.0
134,2022-05-15,4176.72254346514,5000.0,9176.722543465141,9003.815976481124,0.0,0,1.0,1.0
135,2022-05-16,3939.9178396900493,5000.0,8939.91783969005,9176.722543465141,0.0,0,1.0,1.0
136,2022-05-17,4070.4787492942387,5000.0,9070.478749294238,8939.91783969005,0.0,0,1.0,1.0
137,2022-05-18,3728.5789381461364,5000.0,8728.578938146136,9070.478749294238,0.0,0,1.0,1.0
138,2022-05-19,3931.9159706403443,5000.0,8931.915970640344,8728.578938146136,0.0,0,1.0,1.0
139,2022-05-20,3814.1853084905474,5000.0,8814.185308490547,8931.915970640344,0.0,0,1.0,1.0
140,2022-05-21,3845.3166676401297,5000.0,8845.31666764013,8814.185308490547,0.0,0,1.0,1.0
141,2022-05-22,3977.941319626969,5000.0,8977.941319626969,8845.31666764013,0.0,0,1.0,1.0
142,2022-05-23,3841.909545781983,5000.0,8841.909545781982,8977.941319626969,0.0,0,1.0,1.0
143,2022-05-24,3853.7663298483344,5000.0,8853.766329848335,8841.909545781982,0.0,0,1.0,1.0
144,2022-05-25,3782.158363023967,5000.0,8782.158363023967,8853.766329848335,0.0,0,1.0,1.0
145,2022-05-26,3489.3405759009406,5000.0,8489.34057590094,8782.158363023967,0.0,0,1.0,1.0
146,2022-05-27,3362.868212526527,5000.0,8362.868212526526,8489.34057590094,0.0,0,1.0,1.0
147,2022-05-28,3489.3211066331796,5000.0,8489.321106633179,8362.868212526526,0.0,0,1.0,1.0
148,2022-05-29,3531.024278176898,5000.0,8531.024278176897,8489.321106633179,0.0,0,1.0,1.0
149,2022-05-30,3891.4783015010803,5000.0,8891.47830150108,8531.024278176897,0.0,0,1.0,1.0
150,2022-05-31,3780.7371064774256,5000.0,8780.737106477425,8891.47830150108,0.0,0,1.0,1.0
151,2022-06-01,3539.4155325818197,5000.0,8539.41553258182,8780.737106477425,0.0,0,1.0,1.0
152,2022-06-02,3570.8194614800536,5000.0,8570.819461480054,8539.41553258182,0.0,0,1.0,1.0
153,2022-06-03,3456.0286587621436,5000.0,8456.028658762143,8570.819461480054,0.0,0,1.0,1.0
154,2022-06-04,3513.385121585577,5000.0,8513.385121585578,8456.028658762143,0.0,0,1.0,1.0
155,2022-06-05,3516.5975507661155,5000.0,8516.597550766115,8513.385121585578,0.0,0,1.0,1.0
156,2022-06-06,3620.972295231976,5000.0,8620.972295231975,8516.597550766115,0.0,0,1.0,1.0
157,2022-06-07,3530.4207308763116,5000.0,8530.42073087631,8620.972295231975,0.0,0,1.0,1.0
158,2022-06-08,3488.659151529311,5000.0,8488.659151529311,8530.42073087631,0.0,0,1.0,1.0
159,2022-06-09,3482.682086326733,5000.0,8482.682086326733,8488.659151529311,0.0,0,1.0,1.0
160,2022-06-10,3237.564005217764,5000.0,8237.564005217764,8482.682086326733,0.0,0,1.0,1.0
161,2022-06-11,2984.424585791329,5000.0,7984.424585791328,8237.564005217764,0.0,0,1.0,1.0
162,2022-06-12,2793.5284153962966,5000.0,7793.528415396297,7984.424585791328,0.0,0,1.0,1.0
163,2022-06-13,2355.430952241886,5000.0,7355.430952241886,7793.528415396297,0.0,0,1.0,1.0
164,2022-06-14,2353.639779607889,5000.0,7353.639779607889,7355.430952241886,0.0,0,1.0,1.0
165,2022-06-15,2409.3608239394116,5000.0,7409.360823939412,7353.639779607889,0.0,0,1.0,1.0
166,2022-06-16,2080.2912602457022,5000.0,7080.291260245702,7409.360823939412,0.0,0,1.0,1.0
167,2022-06-17,2116.1925899966905,5000.0,7116.19258999669,7080.291260245702,0.0,0,1.0,1.0
168,2022-06-18,1937.4452426844227,5000.0,6937.445242684423,7116.19258999669,0.0,0,1.0,1.0
169,2022-06-19,2197.1652746140217,5000.0,7197.165274614022,6937.445242684423,0.0,0,1.0,1.0
170,2022-06-20,2196.6006658489573,5000.0,7196.600665848957,7197.165274614022,0.0,0,1.0,1.0
171,2022-06-21,2191.9475108541164,5000.0,7191.947510854116,7196.600665848957,0.0,0,1.0,1.0
172,2022-06-22,2044.6430309756051,5000.0,7044.643030975605,7191.947510854116,0.0,0,1.0,1.0
173,2022-06-23,2228.686019118821,5000.0,7228.686019118821,7044.643030975605,0.0,0,1.0,1.0
174,2022-06-24,2385.024239238362,5000.0,7385.0242392383625,7228.686019118821,0.0,0,1.0,1.0
175,2022-06-25,2418.783949535658,5000.0,7418.783949535658,7385.0242392383625,0.0,0,1.0,1.0
176,2022-06-26,2332.009423125596,5000.0,7332.009423125596,7418.783949535658,0.0,0,1.0,1.0
177,2022-06-27,2321.729649747873,5000.0,7321.729649747873,7332.009423125596,0.0,0,1.0,1.0
178,2022-06-28,2227.3815781788444,5000.0,7227.381578178844,7321.729649747873,0.0,0,1.0,1.0
179,2022-06-29,2142.0283083153245,5000.0,7142.0283083153245,7227.381578178844,0.0,0,1.0,1.0
180,2022-06-30,2085.178046453673,5000.0,7085.178046453673,7142.0283083153245,0.0,0,1.0,1.0
181,2022-07-01,2063.216712419446,5000.0,7063.216712419446,7085.178046453673,0.0,0,1.0,1.0
182,2022-07-02,2077.390339349337,5000.0,7077.3903393493365,7063.216712419446,0.0,0,1.0,1.0
183,2022-07-03,2091.5055584759457,5000.0,7091.505558475946,7077.3903393493365,0.0,0,1.0,1.0
184,2022-07-04,2240.9127192726282,5000.0,7240.912719272628,7091.505558475946,0.0,0,1.0,1.0
185,2022-07-05,2204.894573915075,5000.0,7204.894573915075,7240.912719272628,0.0,0,1.0,1.0
186,2022-07-06,2310.164904697934,5000.0,7310.164904697935,7204.894573915075,0.0,0,1.0,1.0
187,2022-07-07,2409.302416136129,5000.0,7409.302416136129,7310.164904697935,0.0,0,1.0,1.0
188,2022-07-08,2363.6469832369603,5000.0,7363.64698323696,7409.302416136129,0.0,0,1.0,1.0
189,2022-07-09,2369.4488250296904,5000.0,7369.448825029691,7363.64698323696,0.0,0,1.0,1.0
190,2022-07-10,2274.711368105445,5000.0,7274.711368105445,7369.448825029691,0.0,0,1.0,1.0
191,2022-07-11,2134.6105172984444,5000.0,7134.610517298444,7274.711368105445,0.0,0,1.0,1.0
192,2022-07-12,2022.0392111052702,5000.0,7022.03921110527,7134.610517298444,0.0,0,1.0,1.0
193,2022-07-13,2170.823355333606,5000.0,7170.823355333606,7022.03921110527,0.0,0,1.0,1.0
194,2022-07-14,2323.5013531141094,5000.0,7323.501353114109,7170.823355333606,0.0,0,1.0,1.0
195,2022-07-15,2397.153593053365,5000.0,7397.153593053365,7323.501353114109,0.0,0,1.0,1.0
196,2022-07-16,2639.7406693534253,5000.0,7639.740669353425,7397.153593053365,0.0,0,1.0,1.0
197,2022-07-17,2606.253528804782,5000.0,7606.253528804782,7639.740669353425,0.0,0,1.0,1.0
198,2022-07-18,3078.1691100597704,5000.0,8078.169110059771,7606.253528804782,0.0,0,1.0,1.0
199,2022-07-19,3002.7841052897998,5000.0,8002.7841052898,8078.169110059771,0.0,0,1.0,1.0
200,2022-07-20,2962.4048439538187,5000.0,7962.404843953818,8002.7841052898,0.0,0,1.0,1.0
201,2022-07-21,3067.2857893814617,5000.0,8067.285789381462,7962.404843953818,0.0,0,1.0,1.0
202,2022-07-22,2989.058271518408,5000.0,7989.058271518408,8067.285789381462,0.0,0,1.0,1.0
203,2022-07-23,3015.1470903179334,5000.0,8015.147090317933,7989.058271518408,0.0,0,1.0,1.0
204,2022-07-24,3110.6049101493295,5000.0,8110.60491014933,8015.147090317933,0.0,0,1.0,1.0
205,2022-07-25,2805.1126297139963,5000.0,7805.112629713996,8110.60491014933,0.0,0,1.0,1.0
206,2022-07-26,2821.3305297587754,5000.0,7821.330529758776,7805.112629713996,0.0,0,1.0,1.0
207,2022-07-27,3184.666004711563,5000.0,8184.666004711563,7821.330529758776,0.0,0,1.0,1.0
208,2022-07-28,3357.514163892296,5000.0,8357.514163892296,8184.666004711563,0.0,0,1.0,1.0
209,2022-07-29,3351.9848918482176,5000.0,8351.984891848217,8357.514163892296,0.0,0,1.0,1.0
210,2022-07-30,3303.934739014466,5000.0,8303.934739014465,8351.984891848217,0.0,0,1.0,1.0
211,2022-07-31,3267.1767614820005,5000.0,8267.176761482,8303.934739014465,0.0,0,1.0,1.0
212,2022-08-01,3174.0357845141443,5000.0,8174.035784514144,8267.176761482,0.0,0,1.0,1.0
213,2022-08-02,3175.2623483830776,5000.0,8175.262348383078,8174.035784514144,0.0,0,1.0,1.0
214,2022-08-03,3150.439031988007,5000.0,8150.439031988008,8175.262348383078,0.0,0,1.0,1.0
215,2022-08-04,3130.580378871951,5000.0,8130.580378871951,8150.439031988008,0.0,0,1.0,1.0
216,2022-08-05,3381.441893970368,5000.0,8381.441893970368,8130.580378871951,0.0,0,1.0,1.0
217,2022-08-06,3291.474407647528,5000.0,8291.474407647529,8381.441893970368,0.0,0,1.0,1.0
218,2022-08-07,3310.1454354301736,5000.0,8310.145435430173,8291.474407647529,0.0,0,1.0,1.0
219,2022-08-08,3459.786227439986,5000.0,8459.786227439985,8310.145435430173,0.0,0,1.0,1.0
220,2022-08-09,3315.1490372447092,5000.0,8315.14903724471,8459.786227439985,0.0,0,1.0,1.0
221,2022-08-10,3608.7650643459297,5000.0,8608.76506434593,8315.14903724471,0.0,0,1.0,1.0
222,2022-08-11,3660.5922551252847,5000.0,8660.592255125284,8608.76506434593,0.0,0,1.0,1.0
223,2022-08-12,3812.6277670696804,5000.0,8812.62776706968,8660.592255125284,0.0,0,1.0,1.0
224,2022-08-13,3861.826606701322,5000.0,8861.826606701321,8812.62776706968,0.0,0,1.0,1.0
225,2022-08-14,3767.906859023032,5000.0,8767.906859023033,8861.826606701321,0.0,0,1.0,1.0
226,2022-08-15,3697.330763389989,5000.0,8697.33076338999,8767.906859023033,0.0,0,1.0,1.0
227,2022-08-16,3653.7390728734695,5000.0,8653.73907287347,8697.33076338999,0.0,0,1.0,1.0
228,2022-08-17,3571.150439031988,5000.0,8571.150439031988,8653.73907287347,0.0,0,1.0,1.0
229,2022-08-18,3594.7861300936474,5000.0,8594.786130093647,8571.150439031988,0.0,0,1.0,1.0
230,2022-08-19,3132.6246519868387,5000.0,8132.624651986838,8594.786130093647,0.0,0,1.0,1.0
231,2022-08-20,3068.434476179351,5000.0,8068.434476179351,8132.624651986838,0.0,0,1.0,1.0
232,2022-08-21,3150.3806241847246,5000.0,8150.380624184725,8068.434476179351,0.0,0,1.0,1.0
233,2022-08-22,3163.094056032553,5000.0,8163.0940560325525,8150.380624184725,0.0,0,1.0,1.0
234,2022-08-23,3242.4313221579737,5000.0,8242.431322157974,8163.0940560325525,0.0,0,1.0,1.0
235,2022-08-24,3225.2010201896305,5000.0,8225.20102018963,8242.431322157974,0.0,0,1.0,1.0
236,2022-08-25,3300.255047407667,5000.0,8300.255047407667,8225.20102018963,0.0,0,1.0,1.0
237,2022-08-26,2936.316025154294,5000.0,7936.316025154294,8300.255047407667,0.0,0,1.0,1.0
238,2022-08-27,2902.9846387477364,5000.0,7902.984638747736,7936.316025154294,0.0,0,1.0,1.0
239,2022-08-28,2777.797247045539,5000.0,7777.797247045539,7902.984638747736,0.0,0,1.0,1.0
240,2022-08-29,3021.2409711270757,5000.0,8021.240971127076,7777.797247045539,0.0,0,1.0,1.0
241,2022-08-30,2968.2650935498314,5000.0,7968.265093549831,8021.240971127076,0.0,0,1.0,1.0
242,2022-08-31,3025.718902712069,5000.0,8025.718902712069,7968.265093549831,0.0,0,1.0,1.0
243,2022-09-01,3088.1373751533206,5000.0,8088.137375153321,8025.718902712069,0.0,0,1.0,1.0
244,2022-09-02,3067.0910967038526,5000.0,8067.091096703853,8088.137375153321,0.0,0,1.0,1.0
245,2022-09-03,3032.260576679711,5000.0,8032.260576679711,8067.091096703853,0.0,0,1.0,1.0
246,2022-09-04,3074.742518933863,5000.0,8074.742518933863,8032.260576679711,0.0,0,1.0,1.0
247,2022-09-05,3149.7381383486168,5000.0,8149.738138348617,8074.742518933863,0.0,0,1.0,1.0
248,2022-09-06,3035.2783131826413,5000.0,8035.278313182642,8149.738138348617,0.0,0,1.0,1.0
249,2022-09-07,3173.490645016841,5000.0,8173.490645016841,8035.278313182642,0.0,0,1.0,1.0
250,2022-09-08,3183.9456418044115,5000.0,8183.945641804412,8173.490645016841,0.0,0,1.0,1.0
251,2022-09-09,3345.267994470728,5000.0,8345.267994470727,8183.945641804412,0.0,0,1.0,1.0
252,2022-09-10,3454.08173198606,5000.0,8454.08173198606,8345.267994470727,0.0,0,1.0,1.0
253,2022-09-11,3438.486848509627,5000.0,8438.486848509627,8454.08173198606,0.0,0,1.0,1.0
254,2022-09-12,3341.6467106672117,5000.0,8341.646710667212,8438.486848509627,0.0,0,1.0,1.0
255,2022-09-13,3065.2415162665734,5000.0,8065.241516266573,8341.646710667212,0.0,0,1.0,1.0
256,2022-09-14,3189.8253606681856,5000.0,8189.825360668186,8065.241516266573,0.0,0,1.0,1.0
257,2022-09-15,2867.3364094776393,5000.0,7867.336409477639,8189.825360668186,0.0,0,1.0,1.0
258,2022-09-16,2791.6983042267784,5000.0,7791.698304226778,7867.336409477639,0.0,0,1.0,1.0
259,2022-09-17,2859.70445651539,5000.0,7859.70445651539,7791.698304226778,0.0,0,1.0,1.0
260,2022-09-18,2598.193251951794,5000.0,7598.193251951794,7859.70445651539,0.0,0,1.0,1.0
261,2022-09-19,2678.9323053559956,5000.0,7678.932305355996,7598.193251951794,0.0,0,1.0,1.0
262,2022-09-20,2575.647839884742,5000.0,7575.647839884742,7678.932305355996,0.0,0,1.0,1.0
263,2022-09-21,2425.442439109865,5000.0,7425.4424391098655,7575.647839884742,0.0,0,1.0,1.0
264,2022-09-22,2582.5204914043184,5000.0,7582.520491404319,7425.4424391098655,0.0,0,1.0,1.0
265,2022-09-23,2584.058563557425,5000.0,7584.058563557424,7582.520491404319,0.0,0,1.0,1.0
266,2022-09-24,2564.355664583455,5000.0,7564.355664583455,7584.058563557424,0.0,0,1.0,1.0
267,2022-09-25,2520.5498121215664,5000.0,7520.549812121566,7564.355664583455,0.0,0,1.0,1.0
268,2022-09-26,2601.4251504000936,5000.0,7601.425150400093,7520.549812121566,0.0,0,1.0,1.0
